CSVFormatID,IxLoad-1002
DoReports,1
App,IxLoad
AppVersion,8.10.0.300
RecordedOn,09/18/2017 17:14:34
AgentName,Protocol_HTTP
AgentType,Client
AgentInstanceName,N/A
Community,N/A

Elapsed Time,HTTP Simulated Users,HTTP Concurrent Connections,HTTP Connections,HTTP Connection Attempts,HTTP Connection Aborts,HTTP Old Session Aborts,HTTP Transactions,HTTP Bytes,HTTP Requests Sent,HTTP Requests Successful,HTTP Requests Successful (Provisional),HTTP Intermediate Responses Received (1xx),HTTP Requests Successful (2xx),HTTP Requests Successful (3xx),HTTP Requests Successful (301),HTTP Requests Successful (302),HTTP Requests Successful (303),HTTP Requests Successful (307),HTTP Requests Failed,HTTP Requests Failed (Write),HTTP Requests Failed (Read),HTTP Requests Failed (Bad Header),HTTP Requests Failed (4xx),HTTP Requests Failed (400),HTTP Requests Failed (401),HTTP Requests Failed (403),HTTP Requests Failed (404),HTTP Requests Failed (407),HTTP Requests Failed (408),HTTP Requests Failed (4xx other),HTTP Requests Failed (5xx),HTTP Requests Failed (505),HTTP Requests Failed (5xx other),HTTP Requests Failed (other),HTTP Requests Failed (Timeout),HTTP Requests Failed (Aborted),HTTP Session Timeouts (408),HTTP Request Precondition Failed (412),HTTP Sessions Rejected (503),HTTP Aborted Before Request,HTTP Aborted After Request,HTTP Transactions Active,HTTP Users Active,Content-Encoded Responses Received,Gzip Content-Encoding Received,Deflate Content-Encoding Received,Unrecognized Content-Encoding Received,Content-Encoded Responses Decode Successful,Gzip Content-Encoding Decode Successful,Deflate Content-Encoding Decode Successful,Content-Encoded Responses Decode Failed,Gzip Content-Encoding Decode Failed,Deflate Content-Encoding Decode Failed,Gzip Content-Encoding Decode Failed - Data Error,Gzip Content-Encoding Decode Failed - Decoding Error,Deflate Content-Encoding Decode Failed - Data Error,Deflate Content-Encoding Decode Failed - Decoding Error,Chunked Transfer-Encoded Headers Received,Chunked Transfer-Encoding Decode Successful,Chunked Transfer-Encoding Decode Failed,Total Chunks Received,Total Chunks Received/s,Chunked Transfer-Encoding Headers Sent,Total Chunks Sent,Total Chunks Sent/s,Content-MD5 Responses Received,Content-MD5 Check Successful,Content-MD5 Check Failed,Custom-MD5 Responses Received,Custom-MD5 Check Successful,Custom-MD5 Check Failed,HTTP Bytes Sent,HTTP Bytes Received,HTTP Content Bytes Sent,HTTP Content Bytes Received,HTTP Decompressed Content Bytes Received,HTTP Cookies Received,HTTP Cookies Sent,HTTP Cookies Rejected,HTTP Cookies Rejected - (Path Match Failed),HTTP Cookies Rejected - (Domain Match Failed),HTTP Cookies Rejected - (Cookiejar Overflow),HTTP Cookies Rejected - (Probabilistic Reject),HTTP Cookie headers Rejected - (Memory Overflow),HTTP Connect Time (us),HTTP Time To First Byte (us),HTTP Time To Last Byte (us),HTTP Old Session Abort Delay - Average (us),HTTP Old Session Abort Delay - Minimum (us),HTTP Old Session Abort Delay - Maximum (us),HTTP Connection Rate,HTTP Connection Attempt Rate,HTTP Connection Abort Rate,HTTP Old Session Abort Rate,HTTP Transaction Rate,HTTP Total Throughput (Kbps),HTTP Requests Sent/s,HTTP Requests Successful/s,HTTP Requests Successful (Provisional)/s,HTTP Intermediate Responses Received (1xx)/s,HTTP Requests Successful (2xx)/s,HTTP Requests Successful (3xx)/s,HTTP Requests Failed/s,HTTP Requests Failed (4xx)/s,HTTP Requests Failed (5xx)/s,HTTP Requests Failed (other)/s,HTTP Requests Failed (Timeout)/s,HTTP Aborted Before Request/s,HTTP Aborted After Request/s,HTTP Requests Failed (401)/s,HTTP Throughput Transmitted (Kbps),HTTP Throughput Received (Kbps),HTTP Content Throughput Transmitted (Kbps),HTTP Content Throughput Received (Kbps),HTTP Decompressed Content Bytes Received/s,HTTP Cookies Received/s,HTTP Cookies Transmitted/s,HTTP Cookies Rejected/s,HTTP Cookies Rejected - (Path Match Failed)/s,HTTP Cookies Rejected - (Domain Match Failed)/s,HTTP Cookies Rejected - (Cookiejar Overflow)/s,HTTP Cookies Rejected - (Probabilistic Reject)/s,HTTP Cookie headers Rejected - (Memory Overflow)/s,HTTP Client Total Data Integrity Check Failed,HTTP Client Total Data Integrity Check Succeeded,HTTP Client HTTP2.0 Data Frames Received,HTTP Client HTTP2.0 Header Frames Received,HTTP Client HTTP2.0 Priority Frames Received,HTTP Client HTTP2.0 Reset Stream Frames Received,HTTP Client HTTP2.0 Settings Frames Received,HTTP Client HTTP2.0 Push Promise Frames Received,HTTP Client HTTP2.0 Ping Frames Received,HTTP Client HTTP2.0 Go Away Frames Received,HTTP Client HTTP2.0 Window Update Frames Received,HTTP Client HTTP2.0 Continuation Frames Received,HTTP Client HTTP2.0 Data Frames Sent,HTTP Client HTTP2.0 Header Frames Sent,HTTP Client HTTP2.0 Priority Frames Sent,HTTP Client HTTP2.0 Reset Stream Frames Sent,HTTP Client HTTP2.0 Settings Frames Sent,HTTP Client HTTP2.0 Push Promise Frames Sent,HTTP Client HTTP2.0 Ping Frames Sent,HTTP Client HTTP2.0 Go Away Frames Sent,HTTP Client HTTP2.0 Window Update Frames Sent,HTTP Client HTTP2.0 Continuation Frames Sent,HTTP Client HTTP2.0 Streams Initiated by Client,HTTP Client HTTP2.0 Streams Initiated by Server,HTTP Client HTTP2.0 Streams Succeeded (Client to Server),HTTP Client HTTP2.0 Streams Succeeded (Server to Client),HTTP Client HTTP2.0 Streams Failed (Client to Server),HTTP Client HTTP2.0 Streams Failed (Server to Client),HTTP Client HTTP2.0 Connection Upgrade Succeeded,HTTP Client HTTP2.0 Connection Upgrade Failed,HTTP Client HTTP2.0 Protocol Error,HTTP Client HTTP2.0 Internal Error,HTTP Client HTTP2.0 Flow Control Error,HTTP Client HTTP2.0 Settings Timeout Error,HTTP Client HTTP2.0 Stream Closed Error,HTTP Client HTTP2.0 Frame Size Error,HTTP Client HTTP2.0 Refused Stream Error,HTTP Client HTTP2.0 Stream Cancelled Error,HTTP Client HTTP2.0 Compression Error,HTTP Client HTTP2.0 Connect Error,HTTP Client HTTP2.0 Enhance Calm Error,HTTP Client HTTP2.0 Inadequate Security Error,HTTP Client HTTP2.0 HTTP1_1 Required Error,SSL Alerts Received,SSL Alerts Sent,SSL Alerts Received (close_notify),SSL Alerts Sent (close_notify),SSL Alerts Received (unexpected_message),SSL Alerts Sent (unexpected_message),SSL Alerts Received (bad_record_mac),SSL Alerts Sent (bad_record_mac),SSL Alerts Received (decryption_failed),SSL Alerts Sent (decryption_failed),SSL Alerts Received (record_overflow),SSL Alerts Sent (record_overflow),SSL Alerts Received (decompression_failure),SSL Alerts Sent (decompression_failure),SSL Alerts Received (handshake_failure),SSL Alerts Sent (handshake_failure),SSL Alerts Received (no_certificate),SSL Alerts Sent (no_certificate),SSL Alerts Received (bad_certificate),SSL Alerts Sent (bad_certificate),SSL Alerts Received (unsupported_certificate),SSL Alerts Sent (unsupported_certificate),SSL Alerts Received (certificate_revoked),SSL Alerts Sent (certificate_revoked),SSL Alerts Received (certificate_expired),SSL Alerts Sent (certificate_expired),SSL Alerts Received (certificate_unknown),SSL Alerts Sent (certificate_unknown),SSL Alerts Received (illegal_parameter),SSL Alerts Sent (illegal_parameter),SSL Alerts Received (unknown_ca),SSL Alerts Sent (unknown_ca),SSL Alerts Received (access_denied),SSL Alerts Sent (access_denied),SSL Alerts Received (decode_error),SSL Alerts Sent (decode_error),SSL Alerts Received (decrypt_error),SSL Alerts Sent (decrypt_error),SSL Alerts Received (export_restriction),SSL Alerts Sent (export_restriction),SSL Alerts Received (protocol_version),SSL Alerts Sent (protocol_version),SSL Alerts Received (insufficient_security),SSL Alerts Sent (insufficient_security),SSL Alerts Received (internal_error),SSL Alerts Sent (internal_error),SSL Alerts Received (user_canceled),SSL Alerts Sent (user_canceled),SSL Alerts Received (no_renegotiation),SSL Alerts Sent (no_renegotiation),SSL Errors Received (undefined error),SSL Errors Sent (undefined error),SSL Errors Received (no cipher),SSL Errors Sent (no cipher),SSL Errors Received (no certificate),SSL Errors Sent (no certificate),SSL Errors Received (bad certificate),SSL Errors Sent (bad certificate),SSL Errors Received (unsupported certificate),SSL Errors Sent (unsupported certificate),SSL Errors Received,SSL Errors Sent,Client Hello Sent,Client Hello Received,Server Hello Sent,Server Hello Received,Hello Requests Sent,Hello Requests Received,SSL Session Reuse Success,SSL Session Reuse Failed,SSL Concurrent Sessions,SSL Bytes Sent,SSL Bytes Received,SSL Throughput Bytes,SSL Application Data Bytes,SSL Certificate Validation Failure,SSL Certificate Self Signed,SSL Certificate CA Signed,SSL Alerts Received (unrecognized name),SSL SNI extension sent successfully,SSL SNI extension mismatch,SSL session ticket reuse success,SSL session ticket reuse failure,SSL Negotiation Finished Successfully,SSL Alerts Sent/s,SSL Alerts Received/s,SSL Alerts Received (close_notify)/s,SSL Alerts Sent (close_notify)/s,SSL Alerts Received (unexpected_message)/s,SSL Alerts Sent (unexpected_message)/s,SSL Alerts Received (bad_record_mac)/s,SSL Alerts Sent (bad_record_mac)/s,SSL Alerts Received (decryption_failed)/s,SSL Alerts Sent (decryption_failed)/s,SSL Alerts Received (record_overflow)/s,SSL Alerts Sent (record_overflow)/s,SSL Alerts Received (decompression_failure)/s,SSL Alerts Sent (decompression_failure)/s,SSL Alerts Received (handshake_failure)/s,SSL Alerts Sent (handshake_failure)/s,SSL Alerts Received (no_certificate)/s,SSL Alerts Sent (no_certificate)/s,SSL Alerts Received (bad_certificate)/s,SSL Alerts Sent (bad_certificate)/s,SSL Alerts Received (unsupported_certificate)/s,SSL Alerts Sent (unsupported_certificate)/s,SSL Alerts Received (certificate_revoked)/s,SSL Alerts Sent (certificate_revoked)/s,SSL Alerts Received (certificate_expired)/s,SSL Alerts Sent (certificate_expired)/s,SSL Alerts Received (certificate_unknown)/s,SSL Alerts Sent (certificate_unknown)/s,SSL Alerts Received (illegal_parameter)/s,SSL Alerts Sent (illegal_parameter)/s,SSL Alerts Received (unknown_ca)/s,SSL Alerts Sent (unknown_ca)/s,SSL Alerts Received (access_denied)/s,SSL Alerts Sent (access_denied)/s,SSL Alerts Received (decode_error)/s,SSL Alerts Sent (decode_error)/s,SSL Alerts Received (decrypt_error)/s,SSL Alerts Sent (decrypt_error)/s,SSL Alerts Received (export_restriction)/s,SSL Alerts Sent (export_restriction)/s,SSL Alerts Received (protocol_version)/s,SSL Alerts Sent (protocol_version)/s,SSL Alerts Received (insufficient_security)/s,SSL Alerts Sent (insufficient_security)/s,SSL Alerts Received (internal_error)/s,SSL Alerts Sent (internal_error)/s,SSL Alerts Received (user_canceled)/s,SSL Alerts Sent (user_canceled)/s,SSL Alerts Received (no_renegotiation)/s,SSL Alerts Sent (no_renegotiation)/s,SSL Errors Received (undefined error)/s,SSL Errors Sent (undefined error)/s,SSL Errors Received (no cipher)/s,SSL Errors Sent (no cipher)/s,SSL Errors Received (no certificate)/s,SSL Errors Sent (no certificate)/s,SSL Errors Received (bad certificate)/s,SSL Errors Sent (bad certificate)/s,SSL Errors Received (unsupported certificate)/s,SSL Errors Sent (unsupported certificate)/s,SSL Errors Received/s,SSL Errors Sent/s,Client Hello Sent/s,Client Hello Received/s,Server Hello Sent/s,Server Hello Received/s,Hello Requests Sent/s,Hello Requests Received/s,SSL Session Reuse Success/s,SSL Session Reuse Failed/s,SSL Application Data Bytes/s,SSL Tx Throughput (Kbps),SSL Rx Throughput (Kbps),SSL Throughput (Kbps),SSL Negotiation Finished Successfully/s,TCP SYN Sent/s,TCP SYN_SYN-ACK Received/s,TCP SYN Failed/s,TCP SYN-ACK Sent/s,TCP Connection Requests Failed/s,TCP Connections Established/s,TCP FIN Sent/s,TCP FIN Received/s,TCP FIN-ACK Sent/s,TCP FIN-ACK Received/s,TCP Resets Sent/s,TCP Resets Received/s,TCP Retries/s,TCP Timeouts/s,TCP SYN Sent,TCP SYN_SYN-ACK Received,TCP SYN Failed,TCP SYN-ACK Sent,TCP Connection Requests Failed,TCP Connections Established,TCP FIN Sent,TCP FIN Received,TCP FIN-ACK Sent,TCP FIN-ACK Received,TCP Resets Sent,TCP Resets Received,TCP Retries,TCP Timeouts,TCP Accept Queue Entries,TCP Listen Queue Drops,TCP Connections in ESTABLISHED State,TCP Connections in SYN-SENT State,TCP Connections in SYN-RECEIVED State,TCP Connections in FIN-WAIT-1 State,TCP Connections in FIN-WAIT-2 State,TCP Connections in TIME-WAIT State,TCP Connections in CLOSE STATE,TCP Connections in CLOSE-WAIT State,TCP Connections in LAST-ACK State,TCP Connections in LISTENING State,TCP Connections in CLOSING State,TCP Internally Aborted Connections
,Raw,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated Rate,Interpolated,Interpolated,Interpolated Rate,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interval Weighted Average,Interval Weighted Average,Interval Weighted Average,Interval Weighted Average,Interpolated,Interpolated,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Raw,Raw,Raw,Raw,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated Rate,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Raw,Interpolated
